

*** Initial Frame Timing Data for Domain: default
Scope Name, Event Count, Max Duration, Min Duration, Average Duration, StdDev Duration, Total of Durations
CpuMotionSamples::setAbsolute, 1, 0.00044389420700097215, 0.00044389420700097215, 0.00044389420700097215, 0, 0.00044389420700097215
EmbreeGeometryEngineAdapter::buildIAS, 1, 0.03131570684607726, 0.03131570684607726, 0.03131570684607726, 0, 0.03131570684607726
animLoop, 1, 0.06548104317527004, 0.06548104317527004, 0.06548104317527004, 0, 0.06548104317527004
buildIAS#buildOrRefit, 1, 0.031115466024022875, 0.031115466024022875, 0.031115466024022875, 0, 0.031115466024022875
commitScene, 1, 0.04534586969418575, 0.04534586969418575, 0.04534586969418575, 0, 0.04534586969418575
commitScene#RetireData, 1, 1.843506017118468e-06, 1.843506017118468e-06, 1.843506017118468e-06, 0, 1.843506017118468e-06
computeSkinDecompBlendshapes, 1, 0.0004821269187472166, 0.0004821269187472166, 0.0004821269187472166, 0, 0.0004821269187472166
computeSparseFactBlendshapes, 1, 0.00023784233337093008, 0.00023784233337093008, 0.00023784233337093008, 0, 0.00023784233337093008
computeSparseFactBlendshapesWB, 1, 2.9746572634825608e-05, 2.9746572634825608e-05, 2.9746572634825608e-05, 0, 2.9746572634825608e-05
compute_Blend, 1, 0.00036931236574344606, 0.00036931236574344606, 0.00036931236574344606, 0, 0.00036931236574344606
editScene, 1, 1.4728010028219884e-06, 1.4728010028219884e-06, 1.4728010028219884e-06, 0, 1.4728010028219884e-06
readFile, 1, 0.020150242138963326, 0.020150242138963326, 0.020150242138963326, 0, 0.020150242138963326


*** Initial Frame Memory Data for Domain: default
Scope Name, Event Count, Max Frame, Min Frame, Average Frame, StdDev Frame, Total Memory
readFile, 1, 26708540, 26708540, 26708540, 0, 26708540


*** Ongoing Frame Timing Data for Domain: default
Scope Name, Event Count, Max Duration, Min Duration, Average Duration, StdDev Duration, Total of Durations
ApplyDeltas, 223, 3.406478512602007e-07, 2.0038108061726234e-08, 9.012656145008348e-08, 5.506085618011503e-08, 2.0098223203368616e-05
CpuMotionSamples::updateDelta, 223, 3.286249857126222e-06, 3.506669054020861e-07, 1.9653071677515087e-06, 6.210014565846774e-07, 0.0004382634984085864
EmbreeGeometryEngineAdapter::buildIAS, 225, 0.012601986713784541, 0.00021604087090665303, 0.004851380141984737, 0.0022020122801528165, 1.0915605319465658
EmbreeRenderer::traceStream, 225, 0.17541272347327042, 0.05462471639293898, 0.05935209933674967, 0.008088254673564641, 13.354222350768675
animLoop, 224, 0.2234846676712114, 0.06466635378246721, 0.0721318897025143, 0.010838796438145467, 16.157543293363204
buildIAS#buildOrRefit, 225, 0.012142282438876606, 4.4083839512154555e-07, 0.003935998361470138, 0.0019202925915498307, 0.8855996313307811
commitScene, 224, 0.22344328897637072, 0.06462202948562279, 0.07208665291133924, 0.010838425220971632, 16.14741025213999
commitScene#RetireData, 225, 0.0022926602276953645, 3.6870120343479584e-06, 1.8814181191194965e-05, 0.00015196223591310473, 0.004233190768018867
computeSkinDecompBlendshapes, 224, 0.0013194092793131773, 0.00040735471545533253, 0.000791592117721473, 0.0002280252312548271, 0.17731663436960995
computeSparseFactBlendshapes, 224, 0.0010759863326175179, 0.0004356986204676616, 0.0006848527793984526, 0.00013701066829311257, 0.15340702258525338
computeSparseFactBlendshapesWB, 224, 0.00010677306317674606, 2.9165467477221263e-05, 5.880272507168194e-05, 1.6745769118654882e-05, 0.013171810416056754
compute_Blend, 224, 0.002490967372242636, 0.0004024754359426286, 0.0012077426684174355, 0.0003969665063961618, 0.27053435772550555
editScene, 224, 1.3926485680215706e-06, 1.603048707110588e-07, 4.752788949718779e-07, 1.822943938910278e-07, 0.00010646247247370065
readFile, 224, 3.729092062876305e-05, 1.035970229157357e-05, 2.0541521639409404e-05, 5.2576787278368365e-06, 0.004601300847227706


*** Ongoing Frame Memory Data for Domain: default
Scope Name, Event Count, Max Frame, Min Frame, Average Frame, StdDev Frame, Total Memory
readFile, 224, 1612, 1280, 1590.6428571428576, 24.34017003948454, 356304.0000000001


*** Initial Frame Timing Data for Domain: RENDER
Scope Name, Event Count, Max Duration, Min Duration, Average Duration, StdDev Duration, Total of Durations
EmbreeRenderer::render, 1, 0.2752921862602487, 0.2752921862602487, 0.2752921862602487, 0, 0.2752921862602487
EmbreeRenderer::renderTile, 1, 0.21552900743530695, 0.21552900743530695, 0.21552900743530695, 0, 0.21552900743530695


*** Ongoing Frame Timing Data for Domain: RENDER
Scope Name, Event Count, Max Duration, Min Duration, Average Duration, StdDev Duration, Total of Durations
EmbreeRenderer::render, 224, 0.08357312105572667, 0.061628135637612935, 0.06920190261689563, 0.003810162928073274, 15.50122618618462
EmbreeRenderer::renderTile, 224, 0.08133519492248809, 0.06108515298217987, 0.06627377916486407, 0.0029765919097305606, 14.845326532929551
