

*** Initial Frame Timing Data for Domain: default
Scope Name, Event Count, Max Duration, Min Duration, Average Duration, StdDev Duration, Total of Durations
CpuMotionSamples::setAbsolute, 1, 0.00013788277801041193, 0.00013788277801041193, 0.00013788277801041193, 0, 0.00013788277801041193
EmbreeGeometryEngineAdapter::buildIAS, 1, 0.03617821871476368, 0.03617821871476368, 0.03617821871476368, 0, 0.03617821871476368
animLoop, 1, 0.04718385333399905, 0.04718385333399905, 0.04718385333399905, 0, 0.04718385333399905
buildIAS#buildOrRefit, 1, 0.03596598423673775, 0.03596598423673775, 0.03596598423673775, 0, 0.03596598423673775
commitScene, 1, 0.04099319513216043, 0.04099319513216043, 0.04099319513216043, 0, 0.04099319513216043
commitScene#RetireData, 1, 1.8034370035113767e-06, 1.8034370035113767e-06, 1.8034370035113767e-06, 0, 1.8034370035113767e-06
computeSkinDecompBlendshapes, 1, 0.00021356701758967755, 0.00021356701758967755, 0.00021356701758967755, 0, 0.00021356701758967755
computeSparseFactBlendshapes, 1, 4.9193753817122765e-05, 4.9193753817122765e-05, 4.9193753817122765e-05, 0, 4.9193753817122765e-05
computeSparseFactBlendshapesWB, 1, 8.83684131702811e-06, 8.83684131702811e-06, 8.83684131702811e-06, 0, 8.83684131702811e-06
compute_Blend, 1, 0.00011430784873706079, 0.00011430784873706079, 0.00011430784873706079, 0, 0.00011430784873706079
editScene, 1, 1.2924631858091118e-06, 1.2924631858091118e-06, 1.2924631858091118e-06, 0, 1.2924631858091118e-06
readFile, 1, 0.006210596199821505, 0.006210596199821505, 0.006210596199821505, 0, 0.006210596199821505


*** Initial Frame Memory Data for Domain: default
Scope Name, Event Count, Max Frame, Min Frame, Average Frame, StdDev Frame, Total Memory
readFile, 1, 7110020, 7110020, 7110020, 0, 7110020


*** Ongoing Frame Timing Data for Domain: default
Scope Name, Event Count, Max Duration, Min Duration, Average Duration, StdDev Duration, Total of Durations
ApplyDeltas, 283, 6.111647623541216e-07, 2.0038187997784007e-08, 8.128565680781624e-08, 6.067948881978123e-08, 2.3003840876611996e-05
CpuMotionSamples::updateDelta, 283, 3.757160423889516e-06, 3.1059192906468525e-07, 1.6936518022900953e-06, 5.977810623292264e-07, 0.000479303460048097
EmbreeGeometryEngineAdapter::buildIAS, 285, 0.012654937873483263, 0.00013890472564526135, 0.004834969502821781, 0.0022371904675032627, 1.3779663083042077
EmbreeRenderer::traceStream, 285, 0.17420254649169298, 0.0446859728551221, 0.04685432208285049, 0.007694979461345862, 13.353481793612389
animLoop, 284, 0.22241634269838279, 0.05391734607388443, 0.059393273157037886, 0.010166589762944107, 16.86768957659876
buildIAS#buildOrRefit, 285, 0.010695463492824686, 3.5066830506025326e-07, 0.003903941106983935, 0.0017509603971832752, 1.1126232154904214
commitScene, 284, 0.22239100440848392, 0.053850839324834254, 0.05935161245695308, 0.010167840830087009, 16.855857937774672
commitScene#RetireData, 285, 0.0004595558248640108, 3.4666066834887488e-06, 9.745731381149594e-06, 2.6839665056081402e-05, 0.002777533443627634
computeSkinDecompBlendshapes, 284, 0.0006099424327650205, 0.00018935086627003272, 0.00034869260430491633, 0.00011290185219697066, 0.09902869962259624
computeSparseFactBlendshapes, 284, 0.00013661035301382185, 4.7300144963458024e-05, 8.752179968826949e-05, 2.5919179821560644e-05, 0.024856191111468535
computeSparseFactBlendshapesWB, 284, 2.7031516863118554e-05, 6.572525967030174e-06, 1.3577072467451775e-05, 3.941899989853628e-06, 0.003855888580756304
compute_Blend, 284, 0.0007363433285210164, 0.00012448724871227945, 0.00034844713649042627, 0.00013192715776243617, 0.09895898676328106
editScene, 284, 1.0720431085076143e-06, 1.8034370086184026e-07, 4.480016922784748e-07, 1.6930459478706728e-07, 0.00012723248060708686
readFile, 284, 4.9614555784671666e-05, 9.45802517371419e-06, 1.8560548886603448e-05, 5.415124349275893e-06, 0.005271195883795379


*** Ongoing Frame Memory Data for Domain: default
Scope Name, Event Count, Max Frame, Min Frame, Average Frame, StdDev Frame, Total Memory
readFile, 284, 1876, 1544, 1855.6056338028177, 22.594078043294054, 526992.0000000002


*** Initial Frame Timing Data for Domain: RENDER
Scope Name, Event Count, Max Duration, Min Duration, Average Duration, StdDev Duration, Total of Durations
EmbreeRenderer::render, 1, 0.254057113912396, 0.254057113912396, 0.254057113912396, 0, 0.254057113912396
EmbreeRenderer::renderTile, 1, 0.21383784373209153, 0.21383784373209153, 0.21383784373209153, 0, 0.21383784373209153


*** Ongoing Frame Timing Data for Domain: RENDER
Scope Name, Event Count, Max Duration, Min Duration, Average Duration, StdDev Duration, Total of Durations
EmbreeRenderer::render, 284, 0.0733414546826392, 0.0521086991412858, 0.05700487594477684, 0.0032827626637978785, 16.18938476831662
EmbreeRenderer::renderTile, 284, 0.06912409721175372, 0.051171993961702356, 0.05368170275777459, 0.0021837213985595265, 15.245603583207984
